Model Name,Manufacturer,Registered In,Model Date,Fuel Type,Transmission,Color,Body Type,Engine Displacement,Driven,Price
Yaris Sedan ATIV X CVT 1.5,Toyota,punjab,2022,Petrol,Automatic,Super White,Sedan,1500,26000,5000000
Mehran VXR Euro II,Suzuki,punjab,2014,Petrol,Manual,Green,Hatchback,796,200000,900000
Santro Plus,Hyundai,punjab,2001,Petrol,Manual,Red,Hatchback,1000,100000,750000
FX GA,Suzuki,punjab,2001,Petrol,Manual,Beige,Hatchback,800,999998,260000
Taycan Turbo S,Porsche,punjab,2020,Electric,Automatic,Black,Sedan,1000,6274,60900000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2019,Petrol,Automatic,Modern Steel Metallic,Sedan,1800,107000,5200000
City 1.3 i-VTEC,Honda,punjab,2017,Petrol,Manual,Urban Titanium,Sedan,1300,102199,3300000
Roox,Nissan,punjab,2014,Petrol,Automatic,Brown,Hatchback,660,75659,2150000
Sportage FWD,KIA,punjab,2021,Petrol,Automatic,Black,Crossover,2000,19000,6800000
Carnival GLS,KIA,punjab,2021,Petrol,Automatic,White,Sedan,3470,77773,11700000
Aqua S,Toyota,punjab,2020,Hybrid,Automatic,White,Hatchback,1500,24194,6200000
Sportage Black Limited Edition,KIA,punjab,2023,Petrol,Automatic,Black,SUV,2000,15500,8550000
Swift,Suzuki,punjab,2011,Petrol,Manual,White,Hatchback,1300,117000,1770000
Aqua Z,Toyota,punjab,2021,Hybrid,Automatic,White,Hatchback,1500,26560,6975000
Cuore CX Automatic,Daihatsu,punjab,2005,Petrol,Automatic,Blue,Hatchback,800,100000,875000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,punjab,2012,Petrol,Automatic,Crystal Black,Sedan,1800,178834,3600000
Hustler Hybrid G,Suzuki,punjab,2021,Hybrid,Automatic,Phoenix Red Pearl,Hatchback,660,18993,4200000
Alto VXR,Suzuki,punjab,2003,Petrol,Manual,Silky Silver,Hatchback,1000,22000,1500000
FX GA,Suzuki,punjab,2003,Petrol,Manual,Beige,Hatchback,800,999998,260000
Taycan Turbo S,Porsche,punjab,2020,Electric,Automatic,Black,Sedan,1000,6274,60900000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2019,Petrol,Automatic,Modern Steel Metallic,Sedan,1800,107000,5200000
Oshan X7 Comfort,Changan,punjab,2022,Petrol,Automatic,White,Compact SUV,1500,50000,7600000
Wagon R AGS,Suzuki,punjab,2021,Petrol,Automatic,Silky Silver,Hatchback,1000,47000,3152000
Corolla XLi VVTi,Toyota,punjab,2019,Petrol,Manual,White,Sedan,1300,76000,4150000
Pajero Mini ZR,Mitsubishi,punjab,2012,Petrol,Automatic,Cool Silver Metallic,SUV,660,72000,2625000
Alto VXR,Suzuki,punjab,2021,Petrol,Manual,White,Hatchback,660,60000,2450000
Corolla GLi Automatic 1.3 VVTi,Toyota,punjab,2015,Petrol,Automatic,Silver,Sedan,1300,148000,3700000
Bolan VX Euro II,Suzuki,punjab,2013,Petrol,Manual,Silky Silver,Van,800,92000,1095000
Cooper S,MINI,punjab,2006,Petrol,Automatic,Blue,Hatchback,1600,78000,4200000
Corolla Altis Grande X CVT-i 1.8 Beige Interior,Toyota,punjab,2022,Petrol,Automatic,White,Sedan,1800,25000,6850000
Corolla GLi 1.3 VVTi,Toyota,punjab,2012,Petrol,Manual,Strong Blue,Sedan,1300,267000,2375000
Alto VXL AGS,Suzuki,punjab,2020,Petrol,Automatic,Solid White,Hatchback,660,58000,2595000
Wagon R VXL,Suzuki,punjab,2021,Petrol,Manual,Graphite Grey,Hatchback,1000,140000,2650000
Cultus EURO II,Suzuki,punjab,2012,Petrol,Manual,Blue,Hatchback,1000,97000,1350000
Dayz Highway Star S hybrid X pro pilot,Nissan,punjab,2022,Hybrid,Automatic,Grey,Hatchback,660,38000,4450000
e-tron 50 quattro 230 kW,Audi,punjab,2020,Electric,Automatic,White,SUV,1000,17000,16850000
Wingroad 15M Authentic,Nissan,punjab,2012,Petrol,Automatic,White Pearl,Station Wagon,1500,115000,2195000
Corolla GLi 1.3 VVTi,Toyota,punjab,2011,Petrol,Manual,Medium Silver,Sedan,1300,175000,2675000
Mehran VX Euro II,Suzuki,punjab,2015,Petrol,Manual,Grey,Hatchback,800,83145,1300000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2022,Petrol,Automatic,Taffeta White,Sedan,1800,71000,3700000
Cuore CX Eco,Daihatsu,punjab,2009,Petrol,Manual,Blue,Hatchback,800,70000,1050000
City 1.3 i-VTEC,Honda,punjab,2018,Petrol,Manual,Silver,Sedan,1300,44000,3750000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2017,Petrol,Automatic,Taffeta White,Sedan,1800,88000,5275000
Alto VXR,Suzuki,punjab,2003,Petrol,Manual,Silky Silver,Hatchback,1000,22000,1500000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,White,Crossover,1000,47101,6050000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,White,Crossover,1000,15000,6375000
Mira X,Daihatsu,punjab,2014,Petrol,Automatic,White,Hatchback,660,120000,2100000
N Wgn G,Honda,punjab,2020,Petrol,Automatic,Red,Hatchback,660,63372,3475000
Prius S,Toyota,punjab,2018,Hybrid,Automatic,Silver,Sedan,1800,77000,7300000
Saga 1.3L Ace A/T,Proton,punjab,2022,Petrol,Automatic,Grey,Sedan,1300,40998,3100000
C-HR G-LED,Toyota,punjab,2017,Hybrid,Automatic,White Pearl,Crossover,1800,78000,7100000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2021,Petrol,Automatic,Lunar Silver Metallic,Sedan,1800,88092,6600000
Taft G Turbo,Daihatsu,punjab,2022,Petrol,Automatic,Brown,Mini Vehicles,660,11000,3675000
Saga 1.3L Ace A/T,Proton,punjab,2022,Petrol,Automatic,Jet Grey,Sedan,1299,35786,3000000
Alto VXR,Suzuki,punjab,2022,Petrol,Manual,Solid White,Hatchback,660,65024,2650000
Cuore CX Eco,Daihatsu,punjab,2009,Petrol,Manual,Blue,Hatchback,800,70000,1050000
City 1.3 i-VTEC,Honda,punjab,2018,Petrol,Manual,Silver,Sedan,1300,44000,3750000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2017,Petrol,Automatic,Taffeta White,Sedan,1800,88000,5275000
City 1.2L M/T,Honda,punjab,2023,Petrol,Manual,White,Compact sedan,1200,55000,4300000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,punjab,2014,Petrol,Automatic,Taffeta White,Sedan,1800,147000,3750000
Pearl,Prince,punjab,2020,Petrol,Manual,White,Hatchback,1000,45000,1250000
Bolan VX Euro II,Suzuki,punjab,2018,Petrol,Manual,Solid White,Van,800,63000,1650000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,White,Crossover,1000,39000,6200000
City Aspire Prosmatec 1.5 i-VTEC,Honda,punjab,2020,Petrol,Automatic,Carnelian Red,Sedan,1500,68279,4100000
Alto VXR,Suzuki,punjab,2011,Petrol,Manual,Grey,Hatchback,1000,1,1000000
Prado TX L Package 2.7,Toyota,punjab,2019,Petrol,Automatic,Attitude Black Mica,SUV,2700,32000,28250000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,Bright Silver Metallic,Crossover,1000,39000,6150000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,Mustard Yellow Metallic,Crossover,1000,49800,6150000
Civic EXi Prosmatec,Honda,punjab,2002,Petrol,Automatic,Vogue Silver Metallic,Sedan,1500,120000,1280000
Fortuner 2.7 VVTi,Toyota,punjab,2017,Petrol,Automatic,Super White,SUV,2700,80000,11600000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2019,Petrol,Automatic,Taffeta White,Sedan,1800,90000,5900000
Corolla Fielder G,Toyota,punjab,2017,Petrol,Automatic,White,Station Wagon,1500,12,5300000
Civic EXi,Honda,punjab,2004,Petrol,Manual,Cyprus Blue Pearl,Sedan,1500,290000,1550000
Alto VXL AGS,Suzuki,punjab,2021,Petrol,Automatic,Solid White,Hatchback,660,65000,2630000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2017,Petrol,Automatic,Crystal Black,Sedan,1800,65000,5200000
Civic,Honda,punjab,2004,Petrol,Manual,Green,Hatchback,1500,190,1950000
Corolla Altis Grande CVT-i 1.8,Toyota,punjab,2016,Petrol,Automatic,Attitude Black,Sedan,1800,107000,4280000
Sonata 2.0,Hyundai,punjab,2021,Petrol,Automatic,Polar White,Sedan,2000,7527,9150000
Corolla Altis 1.6 X CVT-i Special Edition,Toyota,punjab,2022,Petrol,Automatic,White,Sedan,1600,19000,6425000
N Wgn G,Honda,punjab,2022,Petrol,Automatic,Green,Hatchback,660,46000,3750000
HS Essence,MG,punjab,2023,Petrol,Automatic,Black Pearl,Crossover,1500,14240,8100000
Corolla Altis Grande X CVT-i 1.8 Black Interior,Toyota,punjab,2021,Petrol,Automatic,Super white,Sedan,1800,76000,6050000
Cuore CL,Daihatsu,punjab,2007,Petrol,Manual,Grey,Hatchback,800,181254,1050000
Wagon R FX,Suzuki,punjab,2014,Petrol,Automatic,Bluish Black Pearl,Hatchback,660,107000,2300000
Alto L,Suzuki,punjab,2018,Petrol,Automatic,White,Hatchback,660,140778,3100000
Pearl MT,Prince,punjab,2022,Petrol,Manual,Rio Tomato,Hatchback,800,14369,1250000
Civic Oriel Prosmatec UG,Honda,punjab,2014,Petrol,Automatic,Taffeta White,Sedan,1800,750000,4050000
Civic VTi Prosmatec 1.8 i-VTEC,Honda,punjab,2014,Petrol,Automatic,Crystal Black,Sedan,1800,120000,3100000
Corolla XLi VVTi,Toyota,punjab,2020,Petrol,Manual,White,Sedan,1300,176870,3900000
e-tron 55 quattro 300kW,Audi,punjab,2021,Electric,Automatic,White,SUV,1000,36853,22000000
Note e-Power X,Nissan,punjab,2023,Hybrid,Automatic,Silver,Hatchback,1200,8991,5500000
Yaris Sedan ATIV X CVT 1.5,Toyota,punjab,2022,Petrol,Automatic,Super White,Sedan,1500,34300,4840000
Vitz,Toyota,punjab,2015,Petrol,Automatic,Black,Hatchback,1000,118000,3150000
Vezel Hybrid Z,Honda,punjab,2014,Hybrid,Automatic,Roman Silver,Crossover,1500,122000,5200000
Benz E Class E200 AMG,Mercedes Benz,punjab,2018,Petrol,Automatic,Obsidian Black,Sedan,1991,53300,23500000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2018,Petrol,Automatic,Lunar Silver Metallic,Sedan,1800,80000,5350000
City 1.5 i-VTEC,Honda,punjab,2017,Petrol,Manual,Silver,Sedan,1500,46000,3475000
C-HR S,Toyota,punjab,2018,Hybrid,Automatic,Black,Crossover,1800,39000,7200000
Bolan VX,Suzuki,punjab,2010,Petrol,Manual,Solid White,Mini Van,800,50000,1025000
Wagon R VXL,Suzuki,punjab,2018,Petrol,Manual,White,Hatchback,1000,85000,2220000
Ek Wagon,Mitsubishi,punjab,2023,Petrol,Automatic,White,Hatchback,660,1718,3265000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2021,Petrol,Automatic,Brown,Sedan,1800,52836,660000
Corolla Altis Grande 1.8,Toyota,punjab,2017,Petrol,Automatic,Black,Sedan,1800,154500,4850000
Santro Club,Hyundai,punjab,2003,Petrol,Manual,Silver,Hatchback,1000,1,770000
Civic VTi 1.8 i-VTEC,Honda,punjab,2008,Petrol,Manual,Crystal Black,Sedan,1800,267758,2300000
Every,Suzuki,punjab,2011,Petrol,Automatic,White,Hatchback,660,178000,1740000
Wagon R VXL,Suzuki,punjab,2019,Petrol,Manual,Graphite Grey,Hatchback,1000,87000,2475000
N Wgn,Honda,punjab,2022,Petrol,Automatic,White,Hatchback,660,15500,3990000
Note e-Power Aura,Nissan,punjab,2021,Hybrid,Automatic,Dark Metal Grey,Hatchback,1198,1,4550000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2017,Petrol,Automatic,Taffeta White,Sedan,1800,95000,5100000
Cultus VXR (CNG),Suzuki,punjab,2005,Petrol,Manual,Solid White,Hatchback,1000,86000,860000
Corolla GLi Automatic 1.3 VVTi,Toyota,punjab,2019,Petrol,Automatic,White,Sedan,1300,76000,4775000
City i-DSI,Honda,punjab,2007,Petrol,Manual,Crystal Black,Sedan,1300,550000,2250000
Cultus EURO II,Suzuki,punjab,2016,Petrol,Manual,Solid White,Hatchback,1000,91475,2050000
Santro Club,Hyundai,punjab,2006,Petrol,Manual,White,Hatchback,1000,9000,1030000
Lancer GLX SR Automatic 1.6,Mitsubishi,punjab,2006,Petrol,Automatic,White,Sedan,1600,129000,2345000
City 1.3 i-VTEC Prosmatec,Honda,punjab,2019,Petrol,Automatic,Lunar Silver Metallic,Sedan,1300,153000,3800000
Swift DLX 1.3,Suzuki,punjab,2011,Petrol,Manual,Grey,Hatchback,1300,105000,1825000
Copen,Daihatsu,punjab,2020,Petrol,Automatic,Green,Hatchback,660,66000,4190000
Sportage FWD,KIA,punjab,2024,Petrol,Automatic,White,Crossover,2000,5100,8450000
Move Custom X Limited,Daihatsu,punjab,2014,Petrol,Automatic,Black,Hatchback,660,74500,2290000
Vezel Hybrid Z Honda Sensing ,Honda,punjab,2019,Hybrid,Automatic,White,Crossover,1500,47000,7350000
Benz S Class S350,Mercedes Benz,punjab,2004,Petrol,Automatic,Brilliant Silver Metallic,Sedan,3724,72000,7500000
C-HR G-LED,Toyota,punjab,2018,Hybrid,Automatic,Black,Crossover,1800,50000,7500000
Yaris Sedan ATIV X CVT 1.5,Toyota,punjab,2020,Petrol,Automatic,Attitude Black,Sedan,1500,203413,4100000
BR-V i-VTEC S,Honda,punjab,2018,Petrol,Automatic,Modern Steel Metallic,MPV,1500,43000,4350000
City 1.2L CVT,Honda,punjab,2023,Petrol,Automatic,Taffeta White,Compact sedan,1200,32800,4575000
BR-V i-VTEC S,Honda,punjab,2021,Petrol,Automatic,Teffeta White,MPV,1500,110846,5300000
Swift GLX CVT,Suzuki,punjab,2023,Petrol,Automatic,Solid White,Hatchback,1200,13000,4645000
Vitz F M Package 1.0,Toyota,punjab,2016,Petrol,Automatic,Blue Metallic,Hatchback,1000,118,2600000
City 1.3 i-VTEC,Honda,punjab,2016,Petrol,Manual,Urban Titanium,Sedan,1300,131000,3165000
Wagon R VXL,Suzuki,punjab,2017,Petrol,Manual,Solid White,Hatchback,1000,130000,2150000
Charade CS,Daihatsu,punjab,2017,Petrol,Manual,Unlisted,Hatchback,1000,500000,450000
Sunny,Nissan,punjab,1991,Petrol,Automatic,Blue,Hatchback,1600,400000,850000
Elantra,Hyundai,punjab,2024,Hybrid,Automatic,Black,Hatchback,1600,5500,9700000
Benz C Class C180 AMG,Mercedes Benz,punjab,2018,Petrol,Automatic,Black,Sedan,1600,60000,18700000
Wagon R VXL,Suzuki,punjab,2017,Petrol,Manual,Silky Silver,Hatchback,1000,85000,2120000
Sienta G,Toyota,punjab,2019,Petrol,Automatic,Quartz Brown Metallic,Van,1500,40000,6700000
Cultus VXL,Suzuki,punjab,2019,Petrol,Manual,White,Hatchback,1000,58000,3100000
HS 1.5 Turbo,MG,punjab,2021,Petrol,Automatic,Arctic White,Crossover,1490,35000,6415000
Alto VXR,Suzuki,punjab,2012,Petrol,Manual,Graphite Grey,Hatchback,1000,90000,1250000
Corolla 2.0D Saloon,Toyota,punjab,2002,Diesel,Manual,Green,Sedan,2000,300000,2200000
Mehran VX,Suzuki,punjab,2010,Petrol,Manual,Snow White Pearl,Hatchback,800,109000,900000
A4,Audi,punjab,2016,Petrol,Automatic,Black,Hatchback,1400,80000,11300000
Stonic EX+,KIA,punjab,2023,Petrol,Automatic,Clear White,Crossover,1400,8000,5800000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2021,Petrol,Automatic,Black,Sedan,1800,54000,6350000
5 Series 525i,BMW,punjab,2007,Petrol,Automatic,Grey,Sedan,2500,65000,5500000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2019,Petrol,Automatic,Taffeta White,Sedan,1800,53000,5650000
Move Custom X,Daihatsu,punjab,2015,Petrol,Automatic,Black,Hatchback,660,75651,3035000
Swift GLX CVT,Suzuki,punjab,2022,Petrol,Automatic,Mineral Grey,Hatchback,1200,85000,4160000
Starlet 1.3,Toyota,punjab,2022,Petrol,Manual,Black,Hatchback,1300,170000,815000
Alto VXR,Suzuki,punjab,2023,Petrol,Manual,Solid White,Hatchback,660,27000,2640000
Civic EXi Automatic,Honda,punjab,2000,Petrol,Automatic,Silver,Sedan,1500,170000,1590000
Prado TX 2.7,Toyota,punjab,2019,Petrol,Automatic,Attitude Black Mica,SUV,2700,49000,24200000
City 1.2L CVT,Honda,punjab,2023,Petrol,Automatic,Taffeta White,Compact sedan,1200,32800,4575000
BR-V i-VTEC S,Honda,punjab,2021,Petrol,Automatic,Teffeta White,MPV,1500,110846,5300000
Swift GLX CVT,Suzuki,punjab,2023,Petrol,Automatic,Solid White,Hatchback,1200,13000,4645000
Corolla GLi Automatic 1.3 VVTi,Toyota,punjab,2017,Petrol,Automatic,Silver Metallic,Sedan,1300,161000,4550000
Passo X,Toyota,punjab,2020,Petrol,Automatic,Silver,Hatchback,1000,54291,3890000
Land Cruiser ZX,Toyota,punjab,2018,Petrol,Automatic,White Pearl Crystal Shine,SUV,4600,33000,46000000
Ravi Euro II,Suzuki,punjab,2020,Petrol,Manual,Solid White,Pick Up,800,15000,1550000
Corolla Altis X Automatic 1.6,Toyota,punjab,2022,Petrol,Automatic,Grey,Sedan,1600,14000,6175000
EK Custom G,Mitsubishi,punjab,2015,Petrol,Automatic,Black,Hatchback,660,78000,2350000
Prius G 1.8,Toyota,punjab,2010,Hybrid,Automatic,Silver Metallic,Sedan,1800,143000,4150000
Sportage L HEV,KIA,punjab,2025,Hybrid,Automatic,Clear White,Crossover,1600,50,13063000
Prius S LED Edition 1.8,Toyota,punjab,2013,Hybrid,Automatic,Super White,Sedan,1800,104000,3985000
Starlet 1.3,Toyota,punjab,2013,Petrol,Manual,Black,Hatchback,1300,170000,815000
Alto VXR,Suzuki,punjab,2023,Petrol,Manual,Solid White,Hatchback,660,27000,2640000
Civic EXi Automatic,Honda,punjab,2000,Petrol,Automatic,Silver,Sedan,1500,170000,1590000
Prado TX 2.7,Toyota,punjab,2019,Petrol,Automatic,Attitude Black Mica,SUV,2700,49000,24200000
Swift DLX 1.3 Navigation ,Suzuki,punjab,2018,Petrol,Manual,Grey,Hatchback,1300,52000,2650000
City 1.3 i-VTEC,Honda,punjab,2014,Petrol,Manual,Black,Sedan,1300,87000,3050000
Prado TX L Package 2.7,Toyota,punjab,2020,Petrol,Automatic,Attitude Black Mica,SUV,2700,49000,28900000
Corolla GLi Automatic 1.3 VVTi,Toyota,punjab,2017,Petrol,Automatic,Dorado Gold,Sedan,1300,137250,3600000
Ek Wagon,Mitsubishi,punjab,2015,Petrol,Automatic,Black,Hatchback,660,50000,2680000
Mehran VXR Euro II,Suzuki,punjab,2019,Petrol,Manual,Graphite Grey,Hatchback,796,80134,1550000
Raize Z,Toyota,punjab,2020,Petrol,Automatic,Black Mica Metallic,Crossover,1000,30600,5875000
Wagon R VXL,Suzuki,punjab,2016,Petrol,Manual,Solid White,Hatchback,1000,150000,2100000
Corolla GLi 1.3 VVTi,Toyota,punjab,2012,Petrol,Manual,Black,Sedan,1300,121000,2950000
Hilux Revo V Automatic 2.8,Toyota,punjab,2021,Diesel,Automatic,White,Double Cabin,2800,35000,12600000
Corolla XLi VVTi,Toyota,punjab,2017,Petrol,Manual,Attitude Black,Sedan,1300,130,3150000
Land Cruiser Cygnus,Toyota,punjab,2003,Petrol,Automatic,Bronze,SUV,4700,153000,7950000
Yaris Hatchback,Toyota,punjab,2022,Petrol,Automatic,White,Hatchback,1000,24600,5340000
Cultus VXR,Suzuki,punjab,2006,Petrol,Manual,Silver,Hatchback,1000,100000,750000
Alto VXR,Suzuki,punjab,2006,Petrol,Manual,Gold,Hatchback,1000,194000,845000
Corolla Altis Automatic 1.6,Toyota,punjab,2019,Petrol,Automatic,Graphite Grey,Sedan,1600,88100,4900000
City 1.2L CVT,Honda,punjab,2024,Petrol,Automatic,Taffeta White,Compact sedan,1200,4600,4985000
Move Custom X Limited,Daihatsu,punjab,2010,Petrol,Automatic,Golden,Hatchback,660,1,1870000
Atto 3 Advance,BYD,punjab,2025,Electric,Automatic,Cosmos Black,Crossover,1000,1500,9500000
Prius G Touring Selection Leather Package 1.8,Toyota,punjab,2012,Hybrid,Automatic,Black,Sedan,1800,217023,4400000
City i-DSI,Honda,punjab,2006,Petrol,Manual,Metallic Grey,Sedan,1300,190000,1850000
Sportage L HEV,KIA,punjab,2025,Hybrid,Automatic,Clear White,Crossover,1600,50,13063000
Prius S LED Edition 1.8,Toyota,punjab,2013,Hybrid,Automatic,Super White,Sedan,1800,104000,3985000
Prado TX L Package 2.7,Toyota,punjab,2011,Petrol,Automatic,Attitude Black Mica,SUV,2700,104000,16700000
Hilux Revo V Automatic 2.8,Toyota,punjab,2022,Diesel,Automatic,Super White,Double Cabin,2800,80000,12640000
Alto VXR,Suzuki,punjab,2024,Petrol,Manual,White,Hatchback,660,30000,2780000
H6 HEV,Haval,punjab,2023,Hybrid,Automatic,Silver,Compact SUV,1500,24000,11150000
Corolla GLi 1.3 VVTi,Toyota,punjab,2015,Petrol,Manual,White,Sedan,1300,94000,3370000
Rover Autobiography,Range Rover,punjab,2025,Hybrid,Automatic,Black,Hatchback,3500,136,250000000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2018,Petrol,Automatic,Silver,Sedan,1800,95000,5250000
Vitz F M Package 1.0,Toyota,punjab,2014,Petrol,Automatic,Silver,Hatchback,1000,89232,2900000
e-tron 50 quattro 230 kW,Audi,punjab,2020,Electric,Automatic,White,SUV,1000,60437,16000000
Cultus EURO II,Suzuki,punjab,2014,Petrol,Manual,Graphite Grey,Hatchback,1000,60000,1720000
City 1.2L CVT,Honda,punjab,2024,Petrol,Automatic,Taffeta White,Compact sedan,1200,4600,4985000
Move Custom X Limited,Daihatsu,punjab,2010,Petrol,Automatic,Golden,Hatchback,660,1,1870000
Atto 3 Advance,BYD,punjab,2025,Electric,Automatic,Cosmos Black,Crossover,1000,1500,9500000
Prius G Touring Selection Leather Package 1.8,Toyota,punjab,2012,Hybrid,Automatic,Black,Sedan,1800,217023,4400000
City i-DSI,Honda,punjab,2006,Petrol,Manual,Metallic Grey,Sedan,1300,190000,1850000
Santro Exec GV,Hyundai,punjab,2005,Petrol,Manual,Black,Hatchback,1000,60000,1080000
Corolla GLi 1.3 VVTi,Toyota,punjab,2019,Petrol,Manual,White,Sedan,1300,70000,4850000
Yaris Hatchback G 1.0,Toyota,punjab,2021,Petrol,Automatic,White,Hatchback,1000,8000,5650000
Wagon R,Suzuki,punjab,2018,Petrol,Manual,White,Hatchback,1000,97000,2275000
Corolla Altis Cruisetronic 1.6,Toyota,punjab,2012,Petrol,Automatic,Celestial Black,Sedan,1600,145000,3300000
Civic EXi,Honda,punjab,2005,Petrol,Manual,Alabaster Silver,Sedan,1500,165000,1670000
Santro,Hyundai,punjab,2003,Petrol,Manual,Black,Hatchback,1000,200000,850000
Alto VXR,Suzuki,punjab,2021,Petrol,Manual,White,Hatchback,660,52000,2260000
Vezel Hybrid Z,Honda,punjab,2017,Hybrid,Automatic,Blue,Crossover,1500,75000,6700000
Wagon R VXR,Suzuki,punjab,2016,Petrol,Manual,Solid White,Hatchback,1000,130000,1850000
City 1.3 i-VTEC,Honda,punjab,2010,Petrol,Manual,Grey,Sedan,1300,270000,2560000
Dayz Highway Star G,Nissan,punjab,2023,Hybrid,Automatic,White,Hatchback,660,3242,4350000
Corolla Altis Grande CVT-i 1.8,Toyota,punjab,2020,Petrol,Automatic,White,Sedan,1800,75200,5950000
Move Custom RS SA,Daihatsu,punjab,2021,Petrol,Automatic,Silver,Hatchback,660,35000,3470000
Yaris Sedan ATIV X CVT 1.5,Toyota,punjab,2022,Petrol,Automatic,Silver,Sedan,1500,16000,4875000
Dayz,Nissan,punjab,2018,Petrol,Automatic,Brown,Hatchback,660,22259,3050000
Alto VXR,Suzuki,punjab,2019,Petrol,Manual,Solid White,Hatchback,660,81000,2250000
Wagon R,Suzuki,punjab,2017,Petrol,Manual,White,Hatchback,1000,120000,1860000
Mehran VX Euro II,Suzuki,punjab,2016,Petrol,Manual,Gold,Hatchback,796,23819,1060000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2018,Petrol,Automatic,Taffeta White,Sedan,1800,85000,5350000
Civic Oriel 1.8 i-VTEC CVT,Honda,punjab,2018,Petrol,Automatic,Silver,Sedan,1800,95000,5250000
Vitz F M Package 1.0,Toyota,punjab,2014,Petrol,Automatic,Silver,Hatchback,1000,89232,2900000
e-tron 50 quattro 230 kW,Audi,punjab,2020,Electric,Automatic,White,SUV,1000,60437,16000000
Cultus EURO II,Suzuki,punjab,2014,Petrol,Manual,Graphite Grey,Hatchback,1000,60000,1720000
Alto VXR,Suzuki,punjab,2019,Petrol,Manual,Solid White,Hatchback,660,130000,2150000
Fortuner 2.7 VVTi,Toyota,punjab,2015,Petrol,Automatic,Gun Metallic,SUV,2700,95300,8500000
Wagon R VXL,Suzuki,punjab,2015,Petrol,Manual,Solid White,Hatchback,1000,192599,1650000
H6 2.0T AWD,Haval,punjab,2022,Petrol,Automatic,Black,Compact SUV,2000,53000,9100000
Corolla Altis Automatic 1.6,Toyota,punjab,2017,Petrol,Automatic,White,Sedan,1600,97000,4400000
Tucson AWD A/T Ultimate,Hyundai,punjab,2022,Petrol,Automatic,Polar White,SUV,2000,72000,7600000
City 1.3 i-VTEC,Honda,punjab,2014,Petrol,Manual,Taffeta White,Sedan,1300,99676,2800000
